,Compound,Date,Negative,Neutral,Positive,Tweets ago,tweet_text,twitter source account
38,0.0,2018-04-09 15:50:05,0.0,1.0,0.0,38,The signature may be going out of style https://t.co/iQpUA90mZG,@nytimes
39,-0.6705,2018-04-09 15:40:08,0.243,0.757,0.0,39,The leader of ISIS in northern Afghanistan has been killed by an American airstrike https://t.co/I4KySr1aMn,@nytimes
40,0.8326,2018-04-09 15:30:09,0.056,0.617,0.328,40,RT @TimHerrera: Giving feedback isn’t easy! But @stephmit is in SL this week talking about how to be better — and less biased — at giving i…,@nytimes
41,-0.2263,2018-04-09 15:20:10,0.101,0.899,0.0,41,Gov. Rick Scott made official what Floridians have suspected for months: He's running for the U.S. Senate https://t.co/2IrL7lFd1j,@nytimes
42,0.1027,2018-04-09 15:10:05,0.073,0.833,0.094,42,The federal government’s top ethics official sent a letter to the EPA questioning Scott Pruitt's actions and asking… https://t.co/gpwZQAbPF3,@nytimes
43,0.6705,2018-04-09 15:00:21,0.0,0.683,0.317,43,"Combative, relentless and proudly impolitic, John Bolton has a kindred spirit of sorts in President Trump, a fellow… https://t.co/rDXkTyjA3G",@nytimes
44,0.1027,2018-04-09 14:50:03,0.086,0.811,0.104,44,"“Get a job,” one Chief Wahoo fan yelled, along with an expletive, at protesters at the Cleveland Indians' home open… https://t.co/OGmApH1WRA",@nytimes
45,0.5598,2018-04-09 14:40:08,0.0,0.833,0.167,45,"RT @VVFriedman: Why that rumor about Anna Wintour leaving Vogue was so powerful, and what it could mean -  https://t.co/hnJqwO6cR6",@nytimes
46,-0.296,2018-04-09 14:32:06,0.128,0.872,0.0,46,Video: Syria and Russia accused Israel of conducting aistrikes on a Syrian air base on Monday https://t.co/MxTcHGx2TG,@nytimes
47,0.0,2018-04-09 14:25:04,0.0,1.0,0.0,47,"RT @chashomans: I went to some of Trump's post-election rallies, and had some thoughts about them, and wrote down those thoughts: https://t…",@nytimes
48,-0.34,2018-04-09 14:14:06,0.149,0.766,0.086,48,Consumer groups said YouTube failed to comply with a federal law that requires companies to obtain consent from par… https://t.co/VLXdNstvls,@nytimes
49,-0.875,2018-04-09 14:00:05,0.44,0.56,0.0,49,"Big power tensions in the Syria conflict, already running high after an apparent chemical weapons attack, ratcheted… https://t.co/JAhWKLryfR",@nytimes
50,0.6908,2018-04-09 13:45:05,0.0,0.678,0.322,50,"Tony Robbins, a life coach, apologized for saying women use #MeToo to gain ""significance"" https://t.co/ZEc5Hy3QpS",@nytimes
51,0.0,2018-04-09 13:30:07,0.0,1.0,0.0,51,"RT @PatrickKingsley: What would happen if a far-right leader cemented power in a western state? In Viktor Orban's Hungary, it's already hap…",@nytimes
52,0.0,2018-04-09 13:20:05,0.0,1.0,0.0,52,Video: Did these women see #MeToo coming? https://t.co/NXZ3mPD44F,@nytimes
53,-0.4404,2018-04-09 13:11:10,0.206,0.687,0.107,53,"Friends of the art collector who died in a fire at Trump Tower said he had been trying to move since the election,… https://t.co/AADoOZvj7r",@nytimes
54,0.0,2018-04-09 13:00:27,0.0,1.0,0.0,54,Morning Briefing: Here's what you need to know to start your day https://t.co/z6zdDPxTPo https://t.co/fsmzE3skCk,@nytimes
55,0.0,2018-04-09 12:44:06,0.0,1.0,0.0,55,The post-campaign campaign of Donald Trump https://t.co/EFmeLFLJgX https://t.co/nwpMojrmlE,@nytimes
56,-0.1027,2018-04-09 12:30:04,0.062,0.938,0.0,56,"When women have their first child between age 25 and 35, their pay never recovers, relative to that of their husban… https://t.co/68e886x9kv",@nytimes
57,-0.7717,2018-04-09 12:14:03,0.295,0.705,0.0,57,European leaders' biggest fear may be that President Trump's belligerent approach to trade will destroy the postwar… https://t.co/tjShh80JUo,@nytimes
58,0.0258,2018-04-09 11:45:04,0.139,0.717,0.143,58,"Caring for migrants and the poor is equally as holy a pursuit as opposing abortion, Pope Francis declared https://t.co/vpN7G3cWgs",@nytimes
59,-0.6124,2018-04-09 11:30:06,0.257,0.672,0.071,59,"RT @TheSteinLine: For the second straight season, one seriously sprained knee forced the Warriors to make the unkindest of roster cuts. My…",@nytimes
60,-0.3818,2018-04-09 11:14:03,0.223,0.625,0.152,60,"After a suspected chemical attack in Syria, President Trump said Iran and Russia were responsible for backing ""Anim… https://t.co/PYq05VxVKa",@nytimes
61,0.0516,2018-04-09 11:00:13,0.09,0.81,0.1,61,"""At a certain point, you just have to do something,"" said a bookseller in Berlin who helped organize protests again… https://t.co/KRDuQhzKMH",@nytimes
62,-0.1531,2018-04-09 10:44:06,0.074,0.926,0.0,62,Their data was swept up for Cambridge Analytica. Some of the first known affected Facebook users to be publicly ide… https://t.co/c3xhGEDI7r,@nytimes
63,0.4588,2018-04-09 10:31:06,0.0,0.84,0.16,63,"RT @nytimesworld: “We don’t want migrants to come to Hungary,” said an army reservist who voted for Viktor Orban’s party. “They are unwilli…",@nytimes
64,-0.7717,2018-04-09 10:17:02,0.325,0.675,0.0,64,Six men suspected of plotting a possible attack on the Berlin half-marathon on Sunday were detained by the police https://t.co/kYJl4HlJs6,@nytimes
65,0.0,2018-04-09 10:07:07,0.0,1.0,0.0,65,Morning Briefing: Here's what you need to know to start your day https://t.co/RNNICDJiOs https://t.co/fTtErIRrGA,@nytimes
66,0.2732,2018-04-09 10:00:19,0.0,0.9,0.1,66,"As marijuana use has increased, ER doctors say they've been seeing a steady flow of patients with the telltale symp… https://t.co/7auDlDfWBv",@nytimes
67,-0.6597,2018-04-09 09:44:01,0.252,0.748,0.0,67,Syria and Russia blamed Israel for early morning airstrikes on a Syrian military base that a conflict monitoring gr… https://t.co/GtFjYhkZ8d,@nytimes
68,-0.7003,2018-04-09 09:29:01,0.266,0.734,0.0,68,"The reported chemical attack in Syria seems to have squeezed President Trump between conflicting impulses, and rais… https://t.co/mRlcTrwBJA",@nytimes
69,0.5267,2018-04-09 09:16:04,0.0,0.815,0.185,69,"Viktor Orban, who has set about transforming Hungary from a vibrant democracy into a semi-autocratic state, appeare… https://t.co/Vx2IWPCgzc",@nytimes
70,0.2776,2018-04-09 08:59:04,0.064,0.823,0.113,70,"Modern Love: ""I’m not sure it’s possible to justify my liaisons with married men, but what I learned from having th… https://t.co/PJh6QfzZ26",@nytimes
71,0.4215,2018-04-09 08:46:02,0.0,0.872,0.128,71,North Korea has told the United States that Kim Jong-un is willing to discuss denuclearization of the Korean Penins… https://t.co/B5jGai0g4G,@nytimes
72,0.0258,2018-04-09 08:31:05,0.0,0.939,0.061,72,Many people taking antidepressants are saying they cannot quit because of withdrawal symptoms they were never warne… https://t.co/CeaWbLe2qw,@nytimes
73,-0.34,2018-04-09 08:16:06,0.149,0.766,0.086,73,Consumer groups said YouTube failed to comply with a federal law that requires companies to obtain consent from par… https://t.co/prqzE2SYC7,@nytimes
74,0.4215,2018-04-09 07:59:03,0.0,0.859,0.141,74,Jeff Sessions appointed a United States attorney to handle document production for an inquiry into the FBI's handli… https://t.co/wlGVcDXzjw,@nytimes
75,0.0,2018-04-09 07:44:04,0.0,1.0,0.0,75,"RT @nytimesworld: Jörg Braunsdorf will order books from some right-wing publishers at the request of customers at his Berlin bookstore, but…",@nytimes
76,-0.25,2018-04-09 07:30:15,0.182,0.818,0.0,76,"Sri Reddy, an Indian actress, staged a topless #MeToo protest https://t.co/NUrkj4zdMZ",@nytimes
77,0.2732,2018-04-09 07:21:00,0.0,0.9,0.1,77,"As marijuana use has increased, ER doctors say they've been seeing a steady flow of patients with the telltale symp… https://t.co/cRx05Eb2fu",@nytimes
78,-0.5859,2018-04-09 07:04:56,0.286,0.714,0.0,78,A look at some of the major episodes of suspected chemical attacks in Syria https://t.co/n6YplhtWrB,@nytimes
79,0.2732,2018-04-09 06:48:38,0.0,0.826,0.174,79,Here's how to start a fitness routine – and stick to it https://t.co/WvY6hDtVYB,@nytimes
80,0.0,2018-04-09 06:32:05,0.0,1.0,0.0,80,RT @gabrieldance: we’ve talked with cambridge analytica. we’ve talked w chris wylie. we’ve talked with kogan about his infamous app. we’ve…,@nytimes
81,0.6124,2018-04-09 06:09:41,0.0,0.792,0.208,81,"Is the doctor in? In this new medical age of urgent care centers and retail clinics, that’s not a simple question. https://t.co/AyGCxjbUTp",@nytimes
82,-0.5574,2018-04-09 05:51:57,0.315,0.55,0.135,82,15 Lives Devoted to Hockey: A Look at Who Died in a Crash in Canada https://t.co/FHzwWleWQ6,@nytimes
83,0.3612,2018-04-09 05:41:01,0.117,0.675,0.209,83,"Justice Dept., Pressured by Trump, Seeks to Speed Response to Congressional Inquiry https://t.co/khY6xcbzcN",@nytimes
84,0.5994,2018-04-09 05:38:46,0.0,0.754,0.246,84,"Have a craving for craving for deep, dark pools of warm chocolate, sweet pecans and fragrant coconut? https://t.co/6J9sNLn1pS",@nytimes
85,0.2732,2018-04-09 05:22:17,0.0,0.826,0.174,85,Here's how to start a fitness routine – and stick to it https://t.co/4w3uf4LhhZ,@nytimes
86,-0.1027,2018-04-09 05:04:14,0.188,0.68,0.132,86,"Michigan will stop providing free bottled water to the city of Flint. City officials criticized the move, noting th… https://t.co/FKlz64hQeR",@nytimes
87,0.0258,2018-04-09 04:46:38,0.0,0.939,0.061,87,Many people taking antidepressants are saying they cannot quit because of withdrawal symptoms they were never warne… https://t.co/2qZnmp8U21,@nytimes
88,-0.2263,2018-04-09 04:29:11,0.113,0.821,0.067,88,"Once you immerse yourself in the tasty, convenient world of sheet-pan suppers, you won’t want to stop https://t.co/Zfz56ScoJu",@nytimes
89,-0.1531,2018-04-09 04:12:01,0.074,0.926,0.0,89,Their data was swept up for Cambridge Analytica. Some of the first known affected Facebook users to be publicly ide… https://t.co/TPOpwz0ypP,@nytimes
90,0.0,2018-04-09 03:52:37,0.0,1.0,0.0,90,"For Luigi Di Maio, It’s Now or Never to Lead Italy. Unless It’s Later. https://t.co/z7ZQwMG4sB",@nytimes
91,0.0,2018-04-09 03:48:06,0.0,1.0,0.0,91,"NYT journalists scoured old Islamic State offices in Iraq, gathering over 15,000 pages of internal records abandone… https://t.co/ITQZbJsbmK",@nytimes
92,0.3254,2018-04-09 03:30:11,0.0,0.896,0.104,92,RT @AllMattNYT: SCOOP: “You are the product” — @NYTimes found Facebook users whose data was harvested by Cambridge Analytica. They are the…,@nytimes
93,-0.4404,2018-04-09 03:22:03,0.26,0.606,0.134,93,Friends of Todd Brassner remember the man who died in a fire at Trump Tower on Saturday https://t.co/69sA8IQbf8,@nytimes
94,0.4019,2018-04-09 03:09:28,0.0,0.748,0.252,94,Pyongyang Welcomes Hundreds of Foreigners for Yearly Marathon https://t.co/HA0Qam6afq,@nytimes
95,0.6124,2018-04-09 03:02:57,0.0,0.792,0.208,95,"Is the doctor in? In this new medical age of urgent care centers and retail clinics, that’s not a simple question. https://t.co/zas6Z1fKBR",@nytimes
96,-0.6908,2018-04-09 02:45:12,0.207,0.793,0.0,96,The tiny elevator in a Brooklyn housing project will forever be tainted by the murder of a 6-year-old inside nearly… https://t.co/EyJA7ZTETJ,@nytimes
97,0.0,2018-04-09 02:26:53,0.0,1.0,0.0,97,"South Carolina's former first lady, Jenny Sanford, wasn’t looking to remarry after her high-profile divorce, until… https://t.co/VoB54wj2x8",@nytimes
98,0.2776,2018-04-09 02:07:29,0.064,0.823,0.113,98,"Modern Love: ""I’m not sure it’s possible to justify my liaisons with married men, but what I learned from having th… https://t.co/m9V38iZ3hx",@nytimes
99,0.4215,2018-04-09 01:51:57,0.0,0.797,0.203,99,Review: ‘Mean Girls’ Sets the Perils of Being Popular to Song https://t.co/ocyCL7g1JL,@nytimes
